date,国内生产总值-绝对值,国内生产总值-同比增长,第一产业-绝对值,第一产业-同比增长,第二产业-绝对值,第二产业-同比增长,第三产业-绝对值,第三产业-同比增长
2024-06-01,525776.4852959242,5.0,24659.105055353706,3.5,201408.4185477584,5.8,301352.44585733535,4.6
2024-07-01,623086.3048694276,4.933333333333334,33013.655327459375,3.466666666666667,237669.00492800187,5.666666666666667,354572.6923891416,4.633333333333333
2024-08-01,720396.1244429308,4.866666666666666,41368.205599565044,3.433333333333333,273929.5913082454,5.533333333333333,407792.9389209479,4.666666666666667
2024-09-01,817705.9440164341,4.8,49722.75587167072,3.4,310190.17768848885,5.4,461013.18545275414,4.7
2024-10-01,929164.3422678037,4.866666666666666,60517.2753637754,3.433333333333333,351532.3340226744,5.366666666666667,519048.3797365439,4.8
2024-11-01,1040622.7405191732,4.933333333333334,71311.79485588007,3.466666666666667,392874.49035686004,5.333333333333333,577083.5740203337,4.9
2024-12-01,1152081.1387705428,5.0,82106.31434798475,3.5,434216.6466910456,5.3,635118.7683041234,5.0
2025-01-01,856278.0009109508,5.133333333333334,57849.61262647041,3.5,322775.09386572527,5.5,475777.5085124108,5.1
2025-02-01,560474.8630513588,5.266666666666667,33592.91090495607,3.5,211333.54104040493,5.7,316436.2487206982,5.2
2025-03-01,264671.7251917668,5.4,9336.209183441735,3.5,99891.98821508461,5.9,157094.98892898555,5.3
2025-04-01,360995.3631333806,5.366666666666667,14747.970103095086,3.566666666666667,137289.0137203196,5.7,210705.60274581995,5.366666666666666
2025-05-01,457319.00107499445,5.333333333333333,20159.731022748438,3.6333333333333333,174686.0392255546,5.5,264316.21656265436,5.433333333333334
2025-06-01,553642.6390166082,5.3,25571.49194240179,3.7,212083.06473078957,5.3,317926.83037948876,5.5
2025-07-01,655837.3103795018,5.266666666666667,34251.7348265326,3.7333333333333334,249851.8752856013,5.166666666666667,373920.51940872683,5.466666666666667
2025-08-01,758031.9817423952,5.233333333333333,42931.97771066341,3.7666666666666666,287620.68584041303,5.033333333333333,429914.20843796484,5.433333333333334
2025-09-01,860226.6531052887,5.2,51612.22059479421,3.8,325389.49639522476,4.9,485907.8974672029,5.4
2025-10-01,976712.8339732158,5.133333333333334,62844.30059904819,3.833333333333333,368178.46286086406,4.766666666666667,547076.9922423173,5.4
2025-11-01,1093199.0148411428,5.066666666666666,74076.38060330217,3.8666666666666667,410967.4293265033,4.633333333333334,608246.0870174317,5.4
2025-12-01,1209685.19570907,5.0,85308.46060755615,3.9,453756.3957921426,4.5,669415.1817925462,5.4
