date,国内生产总值-绝对值,国内生产总值-同比增长,第一产业-绝对值,第一产业-同比增长,第二产业-绝对值,第二产业-同比增长,第三产业-绝对值,第三产业-同比增长
2009-02-01,192684.387823766,7.5,18216.519612835324,4.266666666666667,74127.544898557,7.133333333333333,101650.52768324487,8.3
2009-03-01,90871.85940827912,6.4,5540.576993067145,3.8,34276.68704525355,5.8,51967.97742651365,7.2
2009-04-01,125534.00017611668,6.7,8498.64382992907,3.7666666666666666,48159.61274351214,6.233333333333333,69880.64650625642,7.5
2009-05-01,160196.14094395423,7.0,11456.710666790994,3.7333333333333334,62042.538441770725,6.666666666666666,87793.3155859992,7.8
2009-06-01,194858.2817117918,7.3,14414.777503652916,3.7,75925.46414002932,7.1,105705.98466574197,8.1
2009-07-01,232418.49750541945,7.7,18990.191842870696,3.7666666666666666,90597.58878960209,7.633333333333333,124093.04853868579,8.433333333333334
2009-08-01,269978.71329904714,8.1,23565.60618208848,3.8333333333333335,105269.71343917484,8.166666666666666,142480.1124116296,8.766666666666666
2009-09-01,307538.9290926748,8.5,28141.020521306258,3.9,119941.83808874761,8.7,160867.17628457345,9.1
2009-10-01,349546.7968792117,8.8,33864.39402969302,3.933333333333333,136519.11687499698,9.233333333333333,180682.4936909127,9.266666666666666
2009-11-01,391554.6646657485,9.1,39587.76753807979,3.966666666666667,153096.39566124638,9.766666666666667,200497.81109725198,9.433333333333334
2009-12-01,433562.53245228535,9.4,45311.14104646655,4.0,169673.67444749575,10.3,220313.12850359123,9.6
2010-01-01,323027.76372021995,10.333333333333334,32126.313862909956,3.966666666666667,126300.88191507137,12.0,165930.3440587825,9.733333333333333
2010-02-01,212492.99498815456,11.266666666666666,18941.48667935336,3.933333333333333,82928.08938264698,13.700000000000001,111547.55961397376,9.866666666666667
2010-03-01,101958.22625608917,12.2,5756.659495796764,3.9,39555.29685022259,15.4,57164.77516916502,10.0
2010-04-01,140329.52611303813,11.933333333333334,8820.4810876272,3.8333333333333335,55221.874273359535,14.933333333333334,76763.00517221632,9.9
2010-05-01,178700.82596998708,11.666666666666666,11884.302679457636,3.7666666666666666,70888.45169649649,14.466666666666667,96361.23517526762,9.799999999999999
2010-06-01,217072.12582693607,11.4,14948.124271288074,3.7,86555.02911963343,14.0,115959.46517831893,9.7
2010-07-01,258299.12836285194,11.200000000000001,19720.96996157822,3.8000000000000003,102921.42570588013,13.7,136076.45185484347,9.666666666666666
2010-08-01,299526.13089876785,11.0,24493.815651868365,3.9,119287.82229212683,13.4,156193.43853136798,9.633333333333333
2010-09-01,340753.1334346837,10.8,29266.66134215851,4.0,135654.21887837353,13.1,176310.42520789252,9.6
2010-10-01,387008.80925386504,10.733333333333334,35264.28093192721,4.1,154176.8896196916,12.966666666666667,198028.01308524035,9.6
2010-11-01,433264.4850730463,10.666666666666666,41261.90052169591,4.2,172699.56036100967,12.833333333333332,219745.60096258819,9.6
2010-12-01,479520.1608922276,10.6,47259.52011146461,4.3,191222.23110232773,12.7,241463.18883993602,9.6
2011-01-01,357098.7762974698,10.433333333333334,33484.718721031895,3.9,142156.5025329844,12.233333333333333,181878.71201348203,9.633333333333333
2011-02-01,234677.391702712,10.266666666666666,19709.91733059918,3.5,93090.77396364107,11.766666666666667,122294.23518702803,9.666666666666666
2011-03-01,112256.00710795417,10.1,5935.115940166463,3.1,44025.04539429775,11.3,62709.75836057402,9.7
2011-04-01,154430.45087517935,10.066666666666666,9083.950585162784,3.033333333333333,61404.24271350274,11.233333333333334,84286.32298404018,9.766666666666666
2011-05-01,196604.8946424045,10.033333333333333,12232.785230159105,2.966666666666667,78783.44003270773,11.166666666666666,105862.88760750633,9.833333333333334
2011-06-01,238779.3384096297,10.0,15381.619875155428,2.9,96162.63735191274,11.1,127439.4522309725,9.9
2011-07-01,283901.87244351406,9.933333333333334,20351.411413148304,3.1,114300.48588627337,11.066666666666666,149430.48030500102,9.833333333333334
2011-08-01,329024.4064773984,9.866666666666667,25321.202951141182,3.3,132438.334420634,11.033333333333333,171421.50837902958,9.766666666666666
2011-09-01,374146.94051128277,9.8,30290.994489134056,3.5,150576.18295499464,11.0,193412.5364530581,9.7
2011-10-01,424456.1523998516,9.700000000000001,36608.80297813808,3.7333333333333334,170945.12524675537,10.9,216914.77943605543,9.566666666666666
2011-11-01,474765.3642884204,9.6,42926.6114671421,3.966666666666667,191314.06753851607,10.799999999999999,240417.02241905272,9.433333333333334
2011-12-01,525074.5761769892,9.5,49244.41995614613,4.2,211683.0098302768,10.7,263919.26540205005,9.3
2012-01-01,390499.2986792256,9.033333333333333,34881.18504741496,4.033333333333333,157191.14812243654,10.299999999999999,198375.36717499868,8.633333333333333
2012-02-01,255924.02118146204,8.566666666666666,20517.95013868379,3.8666666666666667,102699.2864145963,9.9,132831.4689479473,7.966666666666667
2012-03-01,121348.74368369846,8.1,6154.7152299526215,3.7,48207.424706756035,9.5,67287.57072089592,7.3
2012-04-01,166780.13117046247,8.033333333333333,9450.819996564118,3.9,66981.2120716804,9.233333333333333,90524.18419669576,7.366666666666666
2012-05-01,212211.51865722646,7.966666666666667,12746.924763175613,4.1,85754.99943660478,8.966666666666667,113760.7976724956,7.433333333333334
2012-06-01,257642.90614399043,7.9,16043.029529787109,4.3,104528.78680152915,8.7,136997.41114829542,7.5
2012-07-01,306080.68907287746,7.833333333333334,21216.425105750634,4.266666666666667,124043.85991443916,8.566666666666666,160831.17886432915,7.6
2012-08-01,354518.47200176446,7.766666666666667,26389.82068171416,4.233333333333333,143558.93302734918,8.433333333333334,184664.9465803629,7.7
2012-09-01,402956.2549306515,7.7,31563.216257677686,4.2,163074.00614025918,8.3,208498.71429639665,7.8
2012-10-01,457489.3258520915,7.766666666666667,38195.61712317602,4.3,185204.13164551283,8.333333333333334,234010.07840900245,7.866666666666666
2012-11-01,512022.3967735314,7.833333333333334,44828.01798867436,4.4,207334.25715076644,8.366666666666667,259521.44252160826,7.933333333333334
2012-12-01,566555.4676949714,7.9,51460.4188541727,4.5,229464.38265602008,8.4,285032.80663421407,8.0
2013-01-01,421348.7432748844,7.9,36420.06479839887,4.0,170298.78971530774,8.2,214335.11330995976,8.133333333333333
2013-02-01,276142.0188547975,7.9,21379.710742625033,3.5,111133.19677459537,8.0,143637.4199857055,8.266666666666667
2013-03-01,130935.29443471062,7.9,6339.356686851201,3.0,51967.60383388301,7.8,72939.72666145119,8.4
2013-04-01,179783.99959549966,7.833333333333334,9723.649243441183,2.933333333333333,72170.90368433764,7.766666666666667,98128.2156692182,8.4
2013-05-01,228632.70475628867,7.766666666666667,13107.941800031167,2.8666666666666667,92374.20353479226,7.733333333333333,123316.70467698522,8.4
2013-06-01,277481.4099170777,7.7,16492.23435662115,2.8,112577.50338524689,7.7,148505.19368475224,8.4
2013-07-01,329783.2208831326,7.733333333333333,21863.090369141115,2.9666666666666663,133703.95313194446,7.766666666666667,174340.99788893282,8.4
2013-08-01,382085.03184918745,7.766666666666667,27233.94638166108,3.1333333333333333,154830.40287864205,7.833333333333334,200176.8020931134,8.4
2013-09-01,434386.84281524236,7.8,32604.802394181046,3.3,175956.85262533964,7.9,226012.60629729397,8.4
2013-10-01,493173.4932685546,7.8,39541.839852997786,3.4666666666666663,199911.74617306032,7.933333333333334,253571.91405981392,8.366666666666667
2013-11-01,551960.1437218669,7.8,46478.877311814525,3.6333333333333333,223866.639720781,7.966666666666667,281131.2218223339,8.333333333333334
2013-12-01,610746.7941751792,7.8,53415.914770631265,3.8,247821.5332685017,8.0,308690.52958485385,8.3
2014-01-01,454126.6550540357,7.733333333333333,37791.34854736432,3.6,183801.4351502533,7.766666666666667,232100.61447246594,8.266666666666667
2014-02-01,297506.51593289216,7.666666666666666,22166.78232409738,3.4,119781.33703200489,7.533333333333333,155510.69936007806,8.233333333333333
2014-03-01,140886.37681174863,7.6,6542.216100830439,3.2,55761.23891375647,7.3,78920.78424769019,8.2
2014-04-01,193447.58356475763,7.6,10062.293076492337,3.3666666666666667,77514.43132221777,7.366666666666666,106174.7293540941,8.2
2014-05-01,246008.7903177666,7.6,13582.370052154234,3.5333333333333337,99267.62373067909,7.433333333333334,133428.67446049803,8.2
2014-06-01,298569.9970707756,7.6,17102.44702781613,3.7,121020.8161391404,7.5,160682.61956690194,8.2
2014-07-01,354701.9500559789,7.566666666666666,22715.497782658244,3.8333333333333335,143614.4450484234,7.433333333333334,188636.95971582533,8.2
2014-08-01,410833.9030411822,7.533333333333333,28328.548537500355,3.9666666666666663,166208.07395770642,7.366666666666666,216591.2998647487,8.2
2014-09-01,466965.8560263855,7.5,33941.599292342464,4.1,188801.70286698942,7.3,244545.6400136721,8.2
2014-10-01,530161.5052636962,7.5,41163.05528697069,4.1,214422.69646593757,7.266666666666667,274570.6046991086,8.266666666666666
2014-11-01,593357.1545010069,7.5,48384.51128159892,4.1,240043.69006488568,7.233333333333333,304595.5693845451,8.333333333333334
2014-12-01,656552.8037383177,7.5,55605.967276227144,4.1,265664.6836638338,7.2,334620.5340699816,8.4
2015-01-01,487998.30568067275,7.366666666666666,39318.98645080349,3.7666666666666666,196849.26768469234,6.866666666666667,251544.45223198802,8.333333333333334
2015-02-01,319443.80762302777,7.233333333333333,23032.005625379836,3.433333333333333,128033.85170555086,6.533333333333333,168468.3703939944,8.266666666666666
2015-03-01,150889.30956538278,7.1,6745.0247999561825,3.1,59218.43572640937,6.2,85392.28855600079,8.2
2015-04-01,207182.3619978554,7.1,10391.326608891415,3.2,82239.64552010252,6.133333333333334,115041.73978069672,8.299999999999999
2015-05-01,263475.414430328,7.1,14037.628417826647,3.3,105260.85531379568,6.066666666666666,144691.19100539264,8.4
2015-06-01,319768.46686280065,7.1,17683.93022676188,3.4,128282.06510748883,6.0,174340.6422300886,8.5
2015-07-01,379730.1332246113,7.066666666666666,23533.080172991748,3.533333333333333,152168.37785037316,5.966666666666667,204752.61650500837,8.533333333333333
2015-08-01,439691.79958642187,7.033333333333333,29382.23011922161,3.6666666666666665,176054.69059325746,5.933333333333334,235164.59077992814,8.566666666666666
2015-09-01,499653.4659482325,7.0,35231.38006545148,3.8,199941.0033361418,5.9,265576.5650548479,8.6
2015-10-01,567272.810632155,7.0,42745.786710300985,3.833333333333333,227073.63555742786,5.9,298183.67670323193,8.6
2015-11-01,634892.1553160775,7.0,50260.19335515049,3.8666666666666667,254206.26777871395,5.9,330790.788351616,8.6
2015-12-01,702511.5,7.0,57774.6,3.9,281338.9,5.9,363397.9,8.6
2016-01-01,522057.5942052762,6.933333333333334,40829.94350638497,3.5666666666666664,208443.63499951374,5.866666666666667,272949.5623544563,8.333333333333332
2016-02-01,341603.6884105525,6.866666666666666,23885.287012769943,3.2333333333333334,135548.36999902743,5.833333333333333,182501.22470891257,8.066666666666666
2016-03-01,161149.78261582882,6.8,6940.630519154911,2.9,62653.104998541115,5.8,92052.88706336885,7.8
2016-04-01,221270.76261370958,6.8,10698.569723958186,2.933333333333333,87095.0663370068,5.866666666666666,124014.99548359106,7.8
2016-05-01,281391.74261159037,6.8,14456.508928761461,2.966666666666667,111537.02767547249,5.933333333333334,155977.1039038133,7.8
2016-06-01,341512.7226094711,6.8,18214.448133564736,3.0,135978.98901393818,6.0,187939.2123240355,7.8
2016-07-01,405551.7822838849,6.8,24297.79154495725,3.1666666666666665,161298.48052139554,6.0,220723.32059239902,7.8
2016-08-01,469590.8419582986,6.8,30381.134956349764,3.3333333333333335,186617.97202885294,6.0,253507.42886076256,7.8
2016-09-01,533629.9016327123,6.8,36464.478367742275,3.5,211937.4635363103,6.0,286291.5371291261,7.8
2016-10-01,605847.3617551415,6.8,44203.37284516152,3.433333333333333,240698.05369087355,6.0,321563.1361194174,7.833333333333333
2016-11-01,678064.8218775708,6.8,51942.26732258075,3.3666666666666667,269458.6438454368,6.0,356834.73510970874,7.866666666666667
2016-12-01,750282.282,6.8,59681.161799999994,3.3,298219.23400000005,6.0,392106.33410000004,7.9
2017-01-01,557664.9437996456,6.866666666666666,42170.39101157652,3.1999999999999997,220971.1374678174,6.033333333333333,294512.5777804584,7.9
2017-02-01,365047.6055992912,6.933333333333334,24659.620223153033,3.1,143723.04093563475,6.066666666666666,196918.8214609167,7.9
2017-03-01,172430.26739893685,7.0,7148.849434729558,3.0,66474.94440345211,6.1,99325.06514137499,7.9
2017-04-01,236759.71599666929,7.0,11049.884229232872,3.1666666666666665,92453.19171323553,6.133333333333333,133812.18012679476,7.9
2017-05-01,301089.1645944017,7.0,14950.919023736187,3.3333333333333335,118431.43902301893,6.166666666666667,168299.29511221452,7.9
2017-06-01,365418.61319213413,7.0,18851.9538182395,3.5,144409.68633280235,6.2,202786.4100976343,7.9
2017-07-01,433762.5304098792,6.966666666666667,25172.523901275912,3.566666666666667,171157.69467136453,6.133333333333334,238255.89343157495,7.933333333333334
2017-08-01,502106.4476276244,6.933333333333334,31493.093984312323,3.6333333333333333,197905.70300992674,6.066666666666666,273725.3767655156,7.966666666666667
2017-09-01,570450.3648453695,6.9,37813.664067348735,3.7,224653.71134848893,6.0,309194.8600994562,8.0
2017-10-01,647650.8297162463,6.9,45898.578802232485,3.8000000000000003,255040.53050099264,5.966666666666667,347418.8891203375,8.033333333333333
2017-11-01,724851.2945871231,6.9,53983.49353711624,3.9,285427.34965349635,5.933333333333334,385642.9181412187,8.066666666666666
2017-12-01,802051.759458,6.9,62068.40827199999,4.0,315814.16880600003,5.9,423866.9471621,8.1
2018-01-01,596143.8249218211,6.9,43838.14305354696,3.7333333333333334,234074.90952282207,6.0,318235.66316048696,7.966666666666667
2018-02-01,390235.8903856423,6.9,25607.877835093932,3.466666666666667,152335.6502396441,6.1000000000000005,212604.37915887393,7.833333333333333
2018-03-01,184327.95584946347,6.9,7377.612616640904,3.2,70596.39095646614,6.2,106973.09515726086,7.7
2018-04-01,253096.13640043943,6.9,11409.764509174403,3.2333333333333334,98137.1530373452,6.166666666666667,144250.90893662305,7.766666666666667
2018-05-01,321864.3169514154,6.9,15441.916401707902,3.2666666666666666,125677.91511822425,6.133333333333333,181528.7227159852,7.833333333333334
2018-06-01,390632.49750239134,6.9,19474.068294241402,3.3,153218.6771991033,6.1,218806.5364953474,7.9
2018-07-01,463501.99488654576,6.866666666666667,26015.821744707133,3.333333333333333,181373.6603349693,6.0,257181.17396603583,7.933333333333334
2018-08-01,536371.4922707002,6.833333333333333,32557.57519517286,3.3666666666666667,209528.6434708353,5.8999999999999995,295555.81143672427,7.966666666666667
2018-09-01,609240.9896548546,6.8,39099.32864563859,3.4,237683.6266067013,5.8,333930.4489074127,8.0
2018-10-01,691691.0861369511,6.8,47479.81995093239,3.433333333333333,269832.8812700502,5.8,375212.4002499645,8.0
2018-11-01,774141.1826190476,6.8,55860.31125622619,3.466666666666667,301982.13593339914,5.8,416494.35159251624,8.0
2018-12-01,856591.279101144,6.8,64240.80256151999,3.5,334131.39059674804,5.8,457776.30293506803,8.0
2019-01-01,636435.8344087057,6.666666666666667,45352.804426776725,3.2333333333333334,247439.46510227636,5.5,343551.8854197829,7.866666666666666
2019-02-01,416280.3897162674,6.533333333333333,26464.80629203347,2.966666666666667,160747.53960780468,5.2,229327.46790449778,7.733333333333333
2019-03-01,196124.94502382915,6.4,7576.808157290207,2.7,74055.61411333298,4.9,115103.05038921269,7.6
2019-04-01,269033.86746506597,6.333333333333334,11743.793575314434,2.8333333333333335,102843.7277513757,4.833333333333334,155213.97801580638,7.6
2019-05-01,341942.7899063028,6.266666666666667,15910.77899333866,2.966666666666667,131631.8413894184,4.766666666666667,195324.9056424001,7.6
2019-06-01,414851.7123475396,6.2,20077.764411362885,3.1,160419.95502746114,4.7,235435.8332689938,7.6
2019-07-01,492036.0382396266,6.166666666666667,26796.24599969596,3.033333333333333,189739.7666196417,4.633333333333334,276838.25333709037,7.633333333333333
2019-08-01,569220.3641317136,6.133333333333333,33514.72758802903,2.966666666666667,219059.57821182226,4.566666666666666,318240.6734051869,7.666666666666667
2019-09-01,646404.6900238007,6.1,40233.20917636211,2.9,248379.38980400283,4.5,359643.09347328346,7.7
2019-10-01,733884.242391305,6.1,48899.561931217104,2.966666666666667,282086.7380574014,4.533333333333333,403951.1629682334,7.666666666666667
2019-11-01,821363.7947588095,6.1,57565.9146860721,3.033333333333333,315794.08631079993,4.566666666666666,448259.2324631833,7.633333333333333
2019-12-01,908843.3471263138,6.1,66232.2674409271,3.1,349501.4345641985,4.6,492567.30195813323,7.6
2020-01-01,666825.0476716121,1.7999999999999998,46602.15399542281,1.0333333333333332,255192.95540542778,-0.2999999999999998,364865.86827880255,3.4333333333333327
2020-02-01,424806.74821691046,-2.5,26972.040549918507,-1.0333333333333337,160884.47624665705,-5.199999999999999,237164.4345994719,-0.7333333333333343
2020-03-01,182788.44876220875,-6.8,7341.927104414211,-3.1,66575.99708788635,-10.1,109463.00092014126,-4.9
2020-04-01,257930.3274914655,-5.066666666666666,11654.132088101645,-1.7333333333333336,96627.43007920074,-7.5,150433.7230922598,-3.7
2020-05-01,333072.20622072223,-3.3333333333333335,15966.33707178908,-0.36666666666666714,126678.86307051513,-4.8999999999999995,191404.44526437833,-2.5
2020-06-01,408214.084949979,-1.6,20278.542055476515,1.0,156730.29606182952,-2.3,232375.16743649688,-1.3
2020-07-01,489119.2309179751,-0.8333333333333335,27265.374505574728,1.5,187693.95962556062,-1.3666666666666667,275636.97666686337,-0.6333333333333334
2020-08-01,570024.3768859712,-0.06666666666666687,34252.20695567294,2.0,218657.6231892917,-0.43333333333333335,318898.7858972299,0.033333333333333215
2020-09-01,650929.5228539673,0.7,41239.03940577115,2.5,249621.2867530228,0.5,362160.5951275964,0.7
2020-10-01,743868.5966060512,1.2333333333333334,50254.51551437938,2.7,285361.1793986974,1.0333333333333332,409570.0358201071,1.2666666666666666
2020-11-01,836807.670358135,1.7666666666666666,59269.99162298761,2.9,321101.07204437203,1.5666666666666667,456979.4765126178,1.8333333333333333
2020-12-01,929746.744110219,2.3,68285.46773159584,3.1,356840.9646900466,2.1,504388.91720512847,2.4
2021-01-01,692276.3179329013,7.833333333333332,48169.18622102115,4.766666666666667,265611.7832476211,9.7,378730.9224937671,7.066666666666666
2021-02-01,454805.89175558375,13.366666666666664,28052.904710446455,6.433333333333334,174382.6018051956,17.299999999999997,253072.92778240575,11.733333333333333
2021-03-01,217335.46557826622,18.9,7936.623199871761,8.1,83153.42036277006,24.9,127414.93307104442,16.4
2021-04-01,298650.9490500029,16.933333333333334,12577.838245182404,8.0,115254.34323877831,21.433333333333334,172161.43489186143,15.133333333333333
2021-05-01,379966.43252173957,14.966666666666667,17219.053290493044,7.8999999999999995,147355.26611478656,17.966666666666665,216907.93671267846,13.866666666666665
2021-06-01,461281.9159934762,13.0,21860.268335803685,7.8,179456.1889907948,14.5,261654.43853349547,12.6
2021-07-01,546629.3887240081,12.066666666666666,29350.834677603783,7.7,211664.5070434776,13.2,307590.67116424325,11.833333333333334
2021-08-01,631976.86145454,11.133333333333333,36841.401019403886,7.6,243872.82509616044,11.9,353526.903794991,11.066666666666666
2021-09-01,717324.334185072,10.2,44331.967361203984,7.5,276081.14314884326,10.6,399463.1364257388,10.3
2021-10-01,814784.5441579473,9.666666666666666,53932.556887649036,7.366666666666666,312754.736697439,9.799999999999999,449570.0642016892,9.866666666666667
2021-11-01,912244.7541308225,9.133333333333333,63533.146414094095,7.233333333333333,349428.3302460347,9.0,499676.9919776396,9.433333333333334
2021-12-01,1009704.9641036978,8.6,73133.73594053915,7.1,386101.92379463045,8.2,549783.91975359,9.0
2022-01-01,749059.1653778062,7.333333333333333,51562.74303204741,6.766666666666667,286227.80158884724,6.8,411245.2546769966,7.766666666666667
2022-02-01,488413.3666519146,6.066666666666666,29991.750123555677,6.433333333333333,186353.67938306407,5.4,272706.5896004032,6.533333333333333
2022-03-01,227767.567926023,4.8,8420.757215063939,6.1,86479.55717728086,4.0,134167.92452380978,5.3
2022-04-01,309757.2211924487,4.1,13272.218817019184,5.766666666666667,118668.14237505748,3.3333333333333335,179279.97357903997,4.533333333333333
2022-05-01,391746.87445887434,3.4000000000000004,18123.68041897443,5.433333333333333,150856.7275728341,2.666666666666667,224392.02263427016,3.7666666666666666
2022-06-01,473736.52772530005,2.7,22975.14202092967,5.1,183045.3127706107,2.0,269504.07168950036,3.0
2022-07-01,562583.9227765314,2.8666666666666667,30729.508666531696,4.833333333333333,216265.90537521229,2.1333333333333333,317484.16319321346,3.1666666666666665
2022-08-01,651431.3178277629,3.0333333333333337,38483.87531213372,4.566666666666666,249486.4979798139,2.2666666666666666,365464.2546969265,3.3333333333333335
2022-09-01,740278.7128789943,3.2,46238.24195773575,4.3,282707.0905844155,2.4,413444.3462006396,3.5
2022-10-01,840521.0812496337,3.166666666666667,56227.278921837766,4.266666666666667,320132.14973691263,2.3666666666666667,465305.0164487483,3.5
2022-11-01,940763.449620273,3.1333333333333333,66216.31588593978,4.233333333333333,357557.2088894098,2.333333333333333,517165.686696857,3.5
2022-12-01,1041005.8179909124,3.1,76205.35285004179,4.2,394982.26804190694,2.3,569026.3569449657,3.5
2023-01-01,773494.7598667903,3.6333333333333333,53714.34364403496,4.033333333333333,292984.0001397453,2.5,426712.181986882,4.3
2023-02-01,505983.70174266817,4.166666666666667,31223.334438028134,3.8666666666666667,190985.73223758364,2.6999999999999997,284398.0070287983,5.1000000000000005
2023-03-01,238472.64361854608,4.7,8732.325232021303,3.7,88987.464335422,2.9,142083.83207071456,5.9
2023-04-01,325894.9323475781,5.033333333333333,13763.29091324889,3.7,122780.68465075971,3.2666666666666666,190755.838925835,6.233333333333333
2023-05-01,413317.22107661015,5.366666666666667,18794.25659447648,3.7,156573.90496609744,3.6333333333333333,239427.84578095545,6.566666666666667
2023-06-01,500739.5098056421,5.7,23825.222275704065,3.7,190367.12528143515,4.0,288099.85263607587,6.9
2023-07-01,593910.9276619147,5.6000000000000005,31912.738729151104,3.8000000000000003,225010.77728708225,4.033333333333333,338839.3113252776,6.766666666666667
2023-08-01,687082.3455181874,5.5,40000.25518259814,3.9,259654.42929272936,4.066666666666666,389578.7700144794,6.633333333333334
2023-09-01,780253.76337446,5.4,48087.77163604518,4.0,294298.0812983765,4.1,440318.22870368115,6.5
2023-10-01,885909.219637114,5.4,58501.77186299462,4.033333333333333,333652.55014416797,4.2,495170.49161328695,6.433333333333334
2023-11-01,991564.6758997678,5.4,68915.77208994405,4.066666666666666,373007.0189899594,4.3,550022.7545228928,6.366666666666666
2023-12-01,1097220.1321624217,5.4,79329.77231689349,4.1,412361.48783575086,4.4,604875.0174324985,6.3
2024-01-01,815183.9860183909,5.366666666666667,55893.345532821666,3.833333333333333,306349.895955683,4.933333333333334,452979.3528464158,5.866666666666666
2024-02-01,533147.8398743599,5.333333333333333,32456.918748749835,3.5666666666666664,200338.3040756152,5.466666666666667,301083.68826033303,5.433333333333334
2024-03-01,251111.69373032902,5.3,9020.491964678005,3.3,94326.71219554733,6.0,149188.0236742503,5.0
2024-04-01,342666.6242521941,5.2,14233.36299490324,3.3666666666666667,130020.61431295102,5.933333333333334,199909.49773527865,4.866666666666666
2024-05-01,434221.55477405916,5.1,19446.234025128473,3.433333333333333,165714.5164303547,5.866666666666666,250630.971796307,4.733333333333333
